shipment_id,order_id,customer_id,origin_warehouse,destination_city,carrier,ship_date,delivery_date,weight_kg,quantity,status,cost_usd,tracking_number,error_flag
SHIP100767,ORD200767,CUST300767,WH_LIV,London,FedEx,2025-02-25,2025-03-02,108.27,30,Pending,473.81,1ZSTSX0G55SAV2TPW9,
SHIP100649,ORD200649,CUST300649,WH_MAN,Bristol,DHL,2025-03-18,2025-03-28,129.63,19,Delivered,231.41,1ZJGTWPFC6WEE7RN0M,
SHIP100650,ORD200650,CUST300650,WH_LON,Bristol,DHL,2025-03-12,2025-03-19,144.02,43,Cancelled,252.5,1ZJD5MWIP5UBKHQSJO,
SHIP100865,ORD200865,CUST300865,WH_LON,London,FedEx,2025-08-03,2025-08-08,123.1,4,Pending,291.71,1Z8RJ65U3Y7UPF0JGN,
SHIP100668,ORD200668,CUST300668,WH_LIV,Bristol,UPS,2025-02-08,2025-02-18,132.97,6,Delivered,107.43,1Z9VI2TWKZ2OHL4EMQ,
SHIP100298,ORD200298,CUST300298,WH_MAN,Birmingham,DHL,2025-04-06,2025-04-11,158.35,10,Cancelled,33.84,1ZWW7TH4CVFKKWSHPL,
SHIP100689,ORD200689,CUST300689,WH_LIV,Manchester,UPS,2025-03-23,2025-03-24,6.14,37,Cancelled,207.01,1Z2RHWQR49JRMJYQVG,
SHIP100314,ORD200314,CUST300314,WH_LIV,Liverpool,RoyalMail,2025-08-24,2025-08-25,124.97,16,Cancelled,369.95,1ZYBQ76ZD214A6LR11,
SHIP100310,ORD200310,CUST300310,WH_BRS,Liverpool,DHL,2025-01-14,2025-01-20,155.26,40,Cancelled,384.41,1ZMK321BU24XFAM2OK,
SHIP100361,ORD200361,CUST300361,WH_LIV,Manchester,RoyalMail,2025-05-21,2025-05-29,100.62,48,Cancelled,74.39,1ZYS4C0O1TFL0HA2FM,
SHIP100479,ORD200479,CUST300479,WH_BRS,London,FedEx,2025-08-05,2025-08-10,73.61,43,Delivered,79.56,1Z8H9BOGPRRCOBG991,
SHIP100110,ORD200110,CUST300110,WH_LIV,London,DHL,2025-07-12,2025-07-15,122.26,11,Cancelled,182.08,1Z7QXMF7W54QCFS8N8,
SHIP_BAD100039,ORD_BAD200039,CUST_BAD300039,WH_BRS,Manchester,FedEx,2025-07-13,2025-07-15,-17.73,45,Cancelled,329.71,1ZX7S2F22TPA6OHVYC,negative_weight
SHIP100486,ORD200486,CUST300486,WH_MAN,Bristol,FedEx,2025-08-09,2025-08-17,39.12,7,In Transit,114.48,1ZIBJ3ALK55RSUL5YZ,
SHIP100363,ORD200363,CUST300363,WH_LON,Birmingham,RoyalMail,2025-02-21,2025-02-23,105.23,45,In Transit,118.67,1ZF2F13DXP8W60NBAA,
SHIP100254,ORD200254,CUST300254,WH_LON,Manchester,UPS,2025-08-22,2025-08-28,106.16,5,In Transit,385.56,1Z63RJVTOAOO3KT0ID,
SHIP100259,ORD200259,CUST300259,WH_LIV,Birmingham,UPS,2025-01-29,2025-02-07,141.09,36,Pending,50.3,1ZHDGQOU8EZFUWSXD0,
SHIP100802,ORD200802,CUST300802,WH_LIV,London,RoyalMail,2025-08-10,2025-08-20,93.87,4,Delivered,164.66,1ZKFF7TDMNQJ0PY0UB,
SHIP100677,ORD200677,CUST300677,WH_LON,London,RoyalMail,2025-06-30,2025-07-04,36.75,35,Delivered,228.94,1ZPLH7KCZSRL5TXXUW,
SHIP100494,ORD200494,CUST300494,WH_MAN,Liverpool,FedEx,2025-01-18,2025-01-24,40.74,11,Cancelled,495.59,1Z8XR0VX4Y0VU71F7R,
SHIP100670,ORD200670,CUST300670,WH_LON,Manchester,FedEx,2025-06-09,2025-06-13,86.57,22,In Transit,272.71,1ZNGVTR3RA3ASOM5C0,
SHIP100377,ORD200377,CUST300377,WH_LON,London,RoyalMail,2025-01-21,2025-01-25,30.37,12,Cancelled,374.34,1ZQPAECSPA5V1RI0TO,
SHIP100526,ORD200526,CUST300526,WH_LON,Birmingham,RoyalMail,2025-02-02,2025-02-11,22.31,15,Pending,418.22,1Z6RT8MF5L1XR67BKY,
SHIP100845,ORD200845,CUST300845,WH_LIV,Birmingham,UPS,2025-05-16,2025-05-17,164.36,20,Delivered,355.78,1ZOD569ROE5GJUZGF4,
SHIP100137,ORD200137,CUST300137,WH_LON,Bristol,UPS,2025-05-30,2025-06-01,112.51,39,Delivered,156.25,1Z32ZNV9PWA5RWSSLN,
SHIP100355,ORD200355,CUST300355,WH_LIV,Manchester,RoyalMail,2025-07-12,2025-07-19,95.63,9,Delivered,14.65,1ZI54DQ1QZP8LP6ZSI,
SHIP100365,ORD200365,CUST300365,WH_BRS,Liverpool,FedEx,2025-01-31,2025-02-01,141.08,7,Pending,471.49,1ZMAHRJ54FPWRUKCDM,
SHIP100942,ORD200942,CUST300942,WH_BIR,Manchester,RoyalMail,2025-03-31,2025-04-02,181.64,28,Delivered,78.66,1ZTT3DH47KSCWDMCK5,
SHIP100749,ORD200749,CUST300749,WH_MAN,Bristol,FedEx,2025-03-06,2025-03-09,143.61,43,In Transit,97.53,1ZYEDTMZ7NW8WSHS2N,
SHIP100948,ORD200948,CUST300948,WH_LON,Manchester,FedEx,2025-03-15,2025-03-17,5.95,27,Cancelled,27.97,1ZB9QK0ZEW7Q5441Z8,
SHIP100829,ORD200829,CUST300829,WH_MAN,Birmingham,DHL,2025-04-18,2025-04-22,21.86,6,Delivered,125.93,1ZDPSZYBU9CY2ZJ5B3,
SHIP100656,ORD200656,CUST300656,WH_BRS,Manchester,FedEx,2025-01-12,2025-01-13,139.58,42,Pending,148.9,1ZR3R6DJZPIKLUR0C8,
SHIP100199,ORD200199,CUST300199,WH_LON,Manchester,DHL,2025-08-02,2025-08-07,61.37,31,Pending,172.62,1ZQ7JRJMZPODWI927P,
SHIP100213,ORD200213,CUST300213,WH_LON,Liverpool,RoyalMail,2025-08-23,2025-08-31,31.5,30,Delivered,236.61,1ZTX2IKOJ0KBWS25UC,
SHIP100408,ORD200408,CUST300408,WH_MAN,Liverpool,FedEx,2025-01-05,2025-01-15,151.12,50,Pending,59.0,1ZSCHCJN9GTACINVUH,
SHIP100332,ORD200332,CUST300332,WH_LON,Liverpool,UPS,2025-04-17,2025-04-22,68.87,14,Pending,454.25,1ZN8OPLDBF0V26M573,
SHIP100208,ORD200208,CUST300208,WH_MAN,Bristol,FedEx,2025-01-12,2025-01-15,32.84,10,In Transit,386.89,1Z1BQYA6WY0R0HHTLH,
SHIP100613,ORD200613,CUST300613,WH_BIR,London,UPS,2025-08-24,2025-09-03,128.78,29,In Transit,55.81,1ZXM39LQX8H96RQXHZ,
SHIP100078,ORD200078,CUST300078,WH_LIV,Birmingham,FedEx,2025-07-05,2025-07-06,186.82,3,Cancelled,396.1,1Z6QVA1ALXCGNIW4I9,
SHIP100029,ORD200029,CUST300029,WH_LIV,Liverpool,UPS,2025-07-09,2025-07-11,132.26,11,In Transit,95.17,1Z20GLA8PPGOXSMNXF,
SHIP100535,ORD200535,CUST300535,WH_BRS,Manchester,RoyalMail,2025-02-15,2025-02-18,183.39,8,In Transit,481.17,1ZBPY2LS0WF6U6AIWH,
SHIP100695,ORD200695,CUST300695,WH_BIR,Birmingham,RoyalMail,2025-07-15,2025-07-23,62.47,9,Delivered,310.5,1ZE36P3DZIYJID2RZ0,
SHIP100557,ORD200557,CUST300557,WH_LON,Manchester,UPS,2025-07-22,2025-07-26,18.14,24,Cancelled,412.15,1ZJDWQJBNEKDZR5OWO,
SHIP100836,ORD200836,CUST300836,WH_BIR,London,DHL,2025-07-15,2025-07-24,176.98,49,Cancelled,443.21,1Z5ZCPZZP9KAZGIVXM,
SHIP100596,ORD200596,CUST300596,WH_LIV,Manchester,FedEx,2025-06-05,2025-06-15,90.13,20,Pending,410.2,1ZOKE087T8012SJWX0,
SHIP100165,ORD200165,CUST300165,WH_LIV,Bristol,FedEx,2025-03-03,2025-03-13,89.52,12,In Transit,370.6,1ZHC7H2D17WDGG1ZBP,
SHIP100918,ORD200918,CUST300918,WH_BRS,Manchester,RoyalMail,2025-06-28,2025-07-03,61.54,48,Delivered,201.79,1ZRBFF9RDVJYUUG7S1,
SHIP100495,ORD200495,CUST300495,WH_LON,Liverpool,DHL,2025-06-01,2025-06-03,33.0,14,Pending,470.94,1ZQCZE73IHIY0DFY3C,
SHIP100824,ORD200824,CUST300824,WH_MAN,Bristol,FedEx,2025-06-27,2025-07-02,151.97,20,In Transit,486.66,1Z69U0DB8E1BXL9KPV,
SHIP100065,ORD200065,CUST300065,WH_BIR,Bristol,RoyalMail,2025-07-08,2025-07-11,182.75,8,Delivered,389.73,1ZP7MOZ7426PZTYZOP,
SHIP100141,ORD200141,CUST300141,WH_BIR,Birmingham,RoyalMail,2025-04-20,2025-04-27,1.43,35,In Transit,368.02,1ZYWRJ00Q8VB3IB21Y,
SHIP100925,ORD200925,CUST300925,WH_BIR,Birmingham,UPS,2025-07-10,2025-07-18,106.75,30,Delivered,308.73,1ZY4BIF9WI50IQUBNV,
SHIP100827,ORD200827,CUST300827,WH_LIV,Manchester,UPS,2025-04-18,2025-04-20,113.11,19,Cancelled,66.07,1Z1G61F03KIG1QQ6Z4,
SHIP100655,ORD200655,CUST300655,WH_BRS,Liverpool,UPS,2025-05-14,2025-05-20,158.79,6,Delivered,112.99,1ZBBGBB3QDVTHUI8FU,
SHIP100331,ORD200331,CUST300331,WH_LIV,London,DHL,2025-05-31,2025-06-01,62.12,48,Cancelled,381.05,1ZM2DA571XLYQBANRI,
SHIP100664,ORD200664,CUST300664,WH_BRS,Bristol,FedEx,2025-04-04,2025-04-08,64.38,20,Delivered,214.76,1ZHNQV7TAXK99TRMQ6,
SHIP100249,ORD200249,CUST300249,WH_BRS,Manchester,UPS,2025-07-09,2025-07-18,95.05,19,In Transit,401.79,1ZQXC4H1O40M7CBL7I,
SHIP100907,ORD200907,CUST300907,WH_MAN,Birmingham,DHL,2025-02-24,2025-02-26,64.2,30,Pending,290.61,1ZQRXMJFQAPKFD48VP,
SHIP100708,ORD200708,CUST300708,WH_BRS,Liverpool,RoyalMail,2025-01-04,2025-01-10,84.23,13,Delivered,281.44,1ZDQKEDG08FJWKHZNH,
SHIP100305,ORD200305,CUST300305,WH_BIR,Bristol,UPS,2025-03-29,2025-04-02,3.67,45,In Transit,326.76,1Z0HWOEWPRJSN21TOO,
SHIP100734,ORD200734,CUST300734,WH_LON,Liverpool,FedEx,2025-08-10,2025-08-20,24.31,2,Delivered,131.49,1ZYJ9ME52VXF02EVYF,
SHIP_BAD100025,ORD_BAD200025,CUST_BAD300025,WH_LON,London,FedEx,2025-03-21,2025-03-25,-44.94,22,In Transit,289.2,1ZJW58P79CNIDM4HYP,negative_weight
SHIP100049,ORD200049,CUST300049,WH_BRS,London,DHL,2025-02-09,2025-02-12,54.78,43,Cancelled,247.97,1ZF9R4FAOHO1EL0A74,
SHIP100896,ORD200896,CUST300896,WH_MAN,Manchester,UPS,2025-08-01,2025-08-02,23.89,18,Pending,497.29,1Z8XP52JOLE5XQ8DTJ,
SHIP100002,ORD200002,CUST300002,WH_LON,Birmingham,UPS,2025-08-07,2025-08-11,90.96,24,In Transit,191.39,1Z79XNL6Q5DZNKOUR8,
SHIP100544,ORD200544,CUST300544,WH_LIV,Liverpool,RoyalMail,2025-06-05,2025-06-10,160.82,27,Cancelled,16.35,1ZB5MOF44AQTVDY2GF,
SHIP100350,ORD200350,CUST300350,WH_BRS,Liverpool,RoyalMail,2025-03-25,2025-03-27,162.67,2,Cancelled,282.47,1ZJTHILPS4RYW6L6JS,
SHIP100904,ORD200904,CUST300904,WH_MAN,Manchester,UPS,2025-05-23,2025-06-02,45.41,6,Pending,283.14,1ZM4JEMJAUABZ56SD4,
SHIP100536,ORD200536,CUST300536,WH_LON,Liverpool,UPS,2025-08-20,2025-08-23,52.99,28,Delivered,29.82,1ZQRG2J4ZMQ0DWD1OP,
SHIP100344,ORD200344,CUST300344,WH_LIV,Manchester,DHL,2025-04-22,2025-04-26,58.55,8,Pending,176.72,1ZL6XK4BDQBL6DFRSX,
SHIP_BAD100044,ORD_BAD200044,CUST_BAD300044,WH_LON,London,UPS,2025-01-06,2025-01-15,133.47,25,Pending,166.62,1ZLRWT32QLIL,bad_tracking
SHIP100481,ORD200481,CUST300481,WH_MAN,Bristol,RoyalMail,2025-01-04,2025-01-09,95.66,11,Delivered,325.49,1ZLIIDXNVHHDO2875L,
SHIP100575,ORD200575,CUST300575,WH_LIV,Liverpool,RoyalMail,2025-03-05,2025-03-12,122.12,12,In Transit,146.94,1Z0OFUUG8UEF5VUR0R,
SHIP100033,ORD200033,CUST300033,WH_LIV,Liverpool,UPS,2025-06-11,2025-06-21,110.39,36,Cancelled,55.67,1ZZWG4THPI9UZ8JDXI,
SHIP100031,ORD200031,CUST300031,WH_BRS,London,UPS,2025-08-09,2025-08-19,115.46,49,In Transit,240.55,1ZNW6LMH3CBOUBOAYT,
SHIP100231,ORD200231,CUST300231,WH_MAN,Liverpool,RoyalMail,2025-01-16,2025-01-21,14.34,13,Cancelled,97.44,1ZH5R7NWP32K9GW5NX,
SHIP_BAD100013,ORD_BAD200013,CUST_BAD300013,WH_LIV,Manchester,RoyalMail,2025-02-09,2025-02-16,73.71,17,Cancelled,438.24,1ZV0MTE,bad_tracking
SHIP100192,ORD200192,CUST300192,WH_BRS,Manchester,DHL,2025-04-05,2025-04-06,146.99,20,Pending,472.86,1ZY3QJ6I8M6QE3MCGN,
SHIP100333,ORD200333,CUST300333,WH_LIV,Liverpool,DHL,2025-06-01,2025-06-10,85.53,30,Delivered,90.44,1Z7FLAKY7VHYCDGFLF,
SHIP100003,ORD200003,CUST300003,WH_BIR,Manchester,DHL,2025-01-09,2025-01-15,42.59,37,Delivered,114.19,1ZHVN55QJQFLDZ4HRU,
SHIP100204,ORD200204,CUST300204,WH_LON,Manchester,DHL,2025-03-01,2025-03-05,137.78,31,In Transit,256.14,1ZLPDUH461R09EQZR2,
SHIP100514,ORD200514,CUST300514,WH_MAN,Bristol,UPS,2025-08-28,2025-09-01,15.87,45,In Transit,167.61,1ZTPSK3XZPJ3T8CPZT,
SHIP100799,ORD200799,CUST300799,WH_MAN,Bristol,UPS,2025-03-17,2025-03-24,124.04,43,Cancelled,295.59,1ZFKVTWBPCIYQU15FL,
SHIP100306,ORD200306,CUST300306,WH_BRS,Manchester,RoyalMail,2025-04-01,2025-04-08,35.85,50,Pending,71.13,1ZD60QROP6TMT7ZY1H,
SHIP100109,ORD200109,CUST300109,WH_BIR,London,DHL,2025-07-13,2025-07-17,0.72,31,Pending,75.02,1Z8O0PTZF42DQ3BV4R,
SHIP100430,ORD200430,CUST300430,WH_LIV,London,UPS,2025-08-25,2025-08-29,160.02,18,Pending,499.41,1ZRAK1999NR0BNUUF0,
SHIP100077,ORD200077,CUST300077,WH_LIV,Liverpool,DHL,2025-06-21,2025-06-30,20.49,22,Cancelled,59.27,1ZR0JXEXVH7YBNW3KJ,
SHIP100084,ORD200084,CUST300084,WH_BIR,Manchester,FedEx,2025-02-28,2025-03-04,55.49,47,Pending,25.79,1ZNMXW82LGOV81FJRR,
SHIP100286,ORD200286,CUST300286,WH_LIV,Birmingham,FedEx,2025-08-08,2025-08-09,130.12,28,In Transit,52.19,1ZR5F4WQGH0G8ATEC3,
SHIP100082,ORD200082,CUST300082,WH_LIV,Bristol,RoyalMail,2025-01-15,2025-01-23,91.63,4,Cancelled,339.66,1ZB09072FPJ2WZGA64,
SHIP_BAD100041,ORD_BAD200041,CUST_BAD300041,WH_BRS,London,RoyalMail,2025-01-20,2025-01-25,4.74,-5,Delivered,244.34,1Z814HN4WBQ32PWF11,zero_or_negative_quantity
SHIP100789,ORD200789,CUST300789,WH_LON,Bristol,UPS,2025-06-23,2025-06-30,129.19,2,Delivered,199.83,1Z39KTZNWAG1RWWNJ5,
SHIP100894,ORD200894,CUST300894,WH_LON,Birmingham,RoyalMail,2025-03-22,2025-03-24,64.61,50,Pending,395.35,1ZMZOUZ3PY5JC9DY1T,
SHIP100398,ORD200398,CUST300398,WH_MAN,Birmingham,DHL,2025-08-13,2025-08-22,23.37,21,Cancelled,397.54,1ZC2NDS4B0BGSWKDLI,
SHIP100323,ORD200323,CUST300323,WH_LON,Birmingham,DHL,2025-03-16,2025-03-25,74.05,1,In Transit,170.12,1ZWEZ4FQEW7VBTN5KB,
SHIP100519,ORD200519,CUST300519,WH_LIV,Manchester,DHL,2025-02-16,2025-02-25,174.48,10,Delivered,291.25,1ZWPV65T11JYXTBAC6,
SHIP100916,ORD200916,CUST300916,WH_LIV,Bristol,DHL,2025-02-03,2025-02-05,132.28,7,Delivered,311.8,1ZKC902OFPX5WTYPAH,
SHIP100922,ORD200922,CUST300922,WH_LON,Bristol,FedEx,2025-07-24,2025-07-30,6.56,39,Delivered,375.89,1Z7O0RMTHHUTKHUC59,
SHIP100005,ORD200005,CUST300005,WH_MAN,Bristol,FedEx,2025-08-22,2025-08-24,30.99,49,In Transit,274.3,1ZSJ0B0XVTB2VY3H2R,
SHIP100731,ORD200731,CUST300731,WH_LIV,Bristol,UPS,2025-02-15,2025-02-24,107.56,41,In Transit,76.28,1ZY23AZNQXUQ2ZYKPP,
SHIP100465,ORD200465,CUST300465,WH_BIR,Liverpool,RoyalMail,2025-05-01,2025-05-10,133.85,30,In Transit,383.9,1Z34R4RWTQFE2HQL7L,
SHIP100097,ORD200097,CUST300097,WH_BRS,Liverpool,UPS,2025-07-08,2025-07-16,75.52,26,Delivered,65.81,1ZKLJOJYGPFAOTSEHM,
SHIP100266,ORD200266,CUST300266,WH_MAN,London,UPS,2025-02-24,2025-03-01,199.25,26,In Transit,316.04,1ZYPKL9KJFC2TIANBE,
SHIP100357,ORD200357,CUST300357,WH_LON,Birmingham,DHL,2025-05-12,2025-05-21,123.45,48,Pending,359.94,1ZPQ8QYTVJLLYOVI82,
SHIP100868,ORD200868,CUST300868,WH_BIR,Liverpool,UPS,2025-08-24,2025-08-25,121.08,12,Pending,411.21,1ZVTHU3J03UMK6P16K,
SHIP100798,ORD200798,CUST300798,WH_MAN,Manchester,DHL,2025-07-23,2025-07-30,122.11,37,Pending,347.85,1Z4JJHKJ8XP5PJEIW6,
SHIP100380,ORD200380,CUST300380,WH_MAN,London,UPS,2025-01-12,2025-01-13,2.19,23,Delivered,479.78,1ZIBEC4OBWIIR0SHV1,
SHIP100631,ORD200631,CUST300631,WH_LIV,Bristol,RoyalMail,2025-06-28,2025-07-03,188.16,3,Delivered,318.93,1ZSCHEFS1O44S016ZI,
SHIP100381,ORD200381,CUST300381,WH_BIR,London,DHL,2025-02-11,2025-02-14,190.59,15,In Transit,405.66,1ZNR5YIQNXCSCCUFWR,
SHIP100490,ORD200490,CUST300490,WH_BRS,Manchester,DHL,2025-03-08,2025-03-17,28.52,50,Pending,436.66,1ZPQYDRQ7B8D7Y9LX5,
SHIP100118,ORD200118,CUST300118,WH_LIV,Birmingham,DHL,2025-01-25,2025-02-03,118.58,4,Cancelled,334.6,1Z4AUXETBG8X4R33GB,
SHIP100900,ORD200900,CUST300900,WH_MAN,Birmingham,DHL,2025-04-04,2025-04-09,172.78,44,In Transit,460.08,1ZW2RAQTKQKFSSZ4E8,
SHIP100250,ORD200250,CUST300250,WH_LIV,London,DHL,2025-07-20,2025-07-25,107.91,29,Pending,488.16,1ZEHLI2OEPFD0CBGK7,
SHIP100523,ORD200523,CUST300523,WH_LIV,Manchester,DHL,2025-09-01,2025-09-04,142.95,32,In Transit,289.86,1ZM1DW4AWNWB6E8XE5,
SHIP100009,ORD200009,CUST300009,WH_BIR,London,RoyalMail,2025-01-16,2025-01-19,53.41,30,Delivered,217.27,1ZYZKP5AYKJQ2LIU5Y,
SHIP100196,ORD200196,CUST300196,WH_BIR,London,FedEx,2025-08-14,2025-08-21,149.66,39,Pending,320.6,1ZM1IBKBP5OZYRK3FS,
SHIP100603,ORD200603,CUST300603,WH_LIV,London,FedEx,2025-03-14,2025-03-20,186.32,39,Pending,187.64,1Z39CV67S89UJJUTJK,
SHIP100081,ORD200081,CUST300081,WH_BIR,Bristol,FedEx,2025-04-17,2025-04-26,152.49,44,Pending,267.5,1ZJDX4TW7J5UFOPHWG,
SHIP100783,ORD200783,CUST300783,WH_BIR,Manchester,FedEx,2025-06-16,2025-06-17,1.75,35,Pending,429.59,1ZT824LY4XPCLKJ8OC,
SHIP100587,ORD200587,CUST300587,WH_BRS,Liverpool,FedEx,2025-05-14,2025-05-19,163.08,28,Cancelled,143.37,1ZXAZZ1LS9TJU7YG53,
SHIP100797,ORD200797,CUST300797,WH_LON,London,DHL,2025-07-20,2025-07-29,71.57,44,Cancelled,102.12,1ZAD3HQXLEXZ8T4L9D,
SHIP100239,ORD200239,CUST300239,WH_LIV,Liverpool,DHL,2025-08-25,2025-09-03,97.27,8,Pending,448.59,1ZPLB7OBSB3QVD7GHW,
SHIP100290,ORD200290,CUST300290,WH_MAN,Manchester,UPS,2025-02-27,2025-03-07,153.99,50,Delivered,449.2,1ZUVL31YSYRZSLU3KI,
SHIP100211,ORD200211,CUST300211,WH_LON,Birmingham,UPS,2025-07-06,2025-07-15,85.7,21,Delivered,267.44,1ZZC4KIMH6LPZ00M4U,
SHIP100717,ORD200717,CUST300717,WH_LIV,Liverpool,DHL,2025-06-06,2025-06-13,93.92,19,In Transit,485.7,1ZSQFIV8V5JE9J1F6J,
SHIP100359,ORD200359,CUST300359,WH_BRS,Birmingham,DHL,2025-01-10,2025-01-18,71.47,40,Cancelled,170.99,1ZC0W6C3H3I54H5N8E,
SHIP100449,ORD200449,CUST300449,WH_LON,London,FedEx,2025-03-27,2025-03-30,41.93,32,In Transit,51.11,1ZEUIUR2HEQU1OLV97,
SHIP100227,ORD200227,CUST300227,WH_LIV,Bristol,FedEx,2025-03-29,2025-03-31,167.6,49,Cancelled,387.48,1Z8FM7QCNR46EAQRJD,
SHIP_BAD100000,ORD_BAD200000,CUST_BAD300000,WH_MAN,Birmingham,,2025-07-07,2025-07-17,66.98,14,Delivered,100.98,1ZERAFS6LF661TY8RM,missing_carrier
SHIP100946,ORD200946,CUST300946,WH_MAN,Liverpool,RoyalMail,2025-01-24,2025-01-26,96.54,27,In Transit,319.34,1ZY0S2G1OMBABG1NN0,
SHIP100796,ORD200796,CUST300796,WH_BRS,Birmingham,FedEx,2025-04-20,2025-04-21,162.51,36,Pending,182.79,1Z6J7AJ6OB4OET7B8T,
SHIP100501,ORD200501,CUST300501,WH_BRS,Manchester,RoyalMail,2025-02-24,2025-03-04,24.0,18,Delivered,175.25,1ZW9THJNOCI2DNY48G,
SHIP100464,ORD200464,CUST300464,WH_LIV,Manchester,DHL,2025-07-12,2025-07-15,194.08,20,In Transit,402.73,1ZG505VA28738OUDHC,
SHIP100362,ORD200362,CUST300362,WH_LIV,Liverpool,UPS,2025-07-06,2025-07-15,153.46,17,In Transit,336.5,1ZFHS3QL6UM54E9650,
SHIP100468,ORD200468,CUST300468,WH_BRS,Manchester,DHL,2025-05-02,2025-05-08,157.21,28,Cancelled,436.45,1Z20YP9IMVFG1VG1LD,
SHIP100935,ORD200935,CUST300935,WH_MAN,Manchester,RoyalMail,2025-06-13,2025-06-18,102.72,17,Cancelled,488.4,1ZKAWZTFUYT274B7HN,
SHIP100428,ORD200428,CUST300428,WH_BIR,London,DHL,2025-06-28,2025-07-06,100.03,3,Delivered,146.2,1ZDT3ALHVD176F1AJC,
SHIP100007,ORD200007,CUST300007,WH_LON,London,UPS,2025-01-16,2025-01-20,14.64,16,Delivered,337.8,1Z74XKHST63FFGQOZ3,
SHIP100155,ORD200155,CUST300155,WH_LIV,Bristol,RoyalMail,2025-07-10,2025-07-15,166.08,41,Delivered,380.0,1ZJLRYA6O66IDFK4L9,
SHIP100541,ORD200541,CUST300541,WH_BIR,London,RoyalMail,2025-01-16,2025-01-26,2.89,48,Pending,166.02,1ZRWPLYKQBCTDAHJQ8,
SHIP100440,ORD200440,CUST300440,WH_LIV,London,DHL,2025-05-22,2025-05-31,191.99,35,In Transit,13.27,1ZT07XKQITA3PUFF9V,
SHIP100482,ORD200482,CUST300482,WH_LIV,Manchester,RoyalMail,2025-07-06,2025-07-08,92.13,41,Pending,421.59,1ZUSI87NE3B2JJQVY2,
SHIP100422,ORD200422,CUST300422,WH_LON,Birmingham,RoyalMail,2025-05-24,2025-05-27,125.28,5,Pending,72.32,1ZI3H1J0TATECV5AJ8,
SHIP100778,ORD200778,CUST300778,WH_LIV,London,FedEx,2025-07-27,2025-07-30,37.01,20,Pending,32.28,1Z597ZAHIVRP4GM5RL,
SHIP100949,ORD200949,CUST300949,WH_LIV,Liverpool,DHL,2025-05-31,2025-06-03,74.8,9,Pending,56.85,1ZNM12R9B83866DZS5,
SHIP100334,ORD200334,CUST300334,WH_LON,Birmingham,RoyalMail,2025-02-09,2025-02-17,170.88,49,Delivered,301.64,1Z5Q9GGDL24G560IQH,
SHIP100576,ORD200576,CUST300576,WH_BIR,Bristol,UPS,2025-02-22,2025-03-02,64.75,32,Cancelled,420.73,1ZLDPLPDS7BE8A8LG0,
SHIP100934,ORD200934,CUST300934,WH_LON,London,FedEx,2025-03-20,2025-03-28,187.27,42,Delivered,426.91,1Z7JFBRTRLQKFVMJV5,
SHIP100567,ORD200567,CUST300567,WH_LIV,Birmingham,RoyalMail,2025-05-03,2025-05-07,96.01,7,In Transit,200.05,1ZMJS54IV2IZK8RUD8,
SHIP100594,ORD200594,CUST300594,WH_LON,Liverpool,UPS,2025-06-29,2025-07-02,83.45,32,Delivered,82.6,1ZV8LYWPFRMPSD0HTI,
SHIP100530,ORD200530,CUST300530,WH_BRS,Liverpool,RoyalMail,2025-04-28,2025-05-05,25.44,41,Delivered,111.97,1ZEVGGYGCN4J8PKYQS,
SHIP100581,ORD200581,CUST300581,WH_BRS,Bristol,RoyalMail,2025-05-06,2025-05-13,177.81,30,Delivered,395.33,1ZKUE9X6U412ZU4WDA,
SHIP100707,ORD200707,CUST300707,WH_BIR,Manchester,DHL,2025-08-18,2025-08-25,15.23,42,Cancelled,458.91,1ZA33UZ8ATJ3MXLRGI,
SHIP100448,ORD200448,CUST300448,WH_BIR,London,FedEx,2025-04-07,2025-04-12,193.39,36,Delivered,246.84,1ZWJ80HEDJ38ZE8DKN,
SHIP100453,ORD200453,CUST300453,WH_BRS,Manchester,UPS,2025-07-30,2025-08-06,125.09,26,Delivered,284.95,1ZN7L376K4INDKULYQ,
SHIP100228,ORD200228,CUST300228,WH_BIR,Manchester,FedEx,2025-06-30,2025-07-07,106.32,28,Pending,151.51,1ZSDBJY3JCULN99S9L,
SHIP100352,ORD200352,CUST300352,WH_BRS,Bristol,FedEx,2025-05-14,2025-05-20,137.74,43,Pending,126.18,1Z6ATYL7C4M29DWE29,
SHIP100728,ORD200728,CUST300728,WH_LIV,London,FedEx,2025-03-03,2025-03-10,91.79,23,In Transit,48.09,1ZGG0L0G3C5PJ6FY3S,
SHIP100212,ORD200212,CUST300212,WH_BIR,Birmingham,DHL,2025-07-24,2025-08-03,67.09,36,In Transit,15.54,1Z7ASBIB0OCQM16BCO,
SHIP100079,ORD200079,CUST300079,WH_MAN,Liverpool,RoyalMail,2025-07-27,2025-07-29,129.83,46,In Transit,16.9,1ZCAO6LMEFBE3ZHX0D,
SHIP100148,ORD200148,CUST300148,WH_LIV,Bristol,DHL,2025-06-19,2025-06-26,2.82,11,Cancelled,427.42,1ZV2H8Y18NE8GSGUG4,
SHIP100302,ORD200302,CUST300302,WH_BIR,London,DHL,2025-03-24,2025-03-29,40.91,49,In Transit,251.56,1ZRD42GEHE8V9YO8JS,
SHIP100628,ORD200628,CUST300628,WH_LON,Birmingham,DHL,2025-03-24,2025-03-28,144.81,6,Cancelled,381.62,1ZBEGIEJVW06TZ13S4,
